Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand
374,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,2,40 to 49,41,France,Europe,Europe,01-04-2014,6,0.325088827
375,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,2,20 to 29,28,Germany,Europe,Europe,01-04-2011,9,0.419998354
376,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.2337578
377,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Strategy,,6 - Junior Officer,Strategy,Full Time,Full Time,Inconclusive,6 - Junior Officer & Strategy,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.158663125
378,Male,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,20,France,Europe,Europe,01-04-2020,0,0.858699674
379,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1,6 - Junior Officer,Y,1,20 to 29,29,Italy,Europe,Europe,01-04-2013,7,0.776433127
380,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.016371125
381,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Finance,,6 - Junior Officer,Finance,Full Time,Full Time,Inconclusive,6 - Junior Officer & Finance,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.421229249
382,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.157860112
383,Male,3 - Senior Manager,N,2,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,3 - Senior Manager,N,4,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.859453676
384,Male,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,24,Italy,Europe,Europe,01-04-2020,0,0.579588345
385,Male,3 - Senior Manager,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,2,40 to 49,44,France,Europe,Europe,01-04-2016,4,0.635990599
386,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,HR,,6 - Junior Officer,HR,Full Time,Full Time,Inconclusive,6 - Junior Officer & HR,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,France,Europe,Europe,01-04-2017,3,0.031724238
387,Female,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,2,40 to 49,40,Italy,Europe,Europe,01-04-2015,5,0.832774997
388,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.428488389
389,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,20,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.846319756
390,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.343363721
391,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.611717955
392,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,2,40 to 49,41,France,Europe,Europe,01-04-2014,6,0.868565974
393,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.855356258
394,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.169364251
395,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2017,3,0.378712648
396,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,28,France,Europe,Europe,01-04-2019,1,0.137438289
397,Male,4 - Manager,Y,,No,No,0.50,No,N,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,0,,N,,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.432674007
398,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,2,30 to 39,34,France,Europe,Europe,01-04-2011,9,0.043758759
399,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Germany,Europe,Europe,01-04-2017,3,0.18821577
400,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,22,Germany,Europe,Europe,01-04-2020,0,0.684320966
401,Female,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,26,Germany,Europe,Europe,01-04-2018,2,0.374316391
402,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Operations,,5 - Senior Officer,Operations,80%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,0,,N,,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.978477937
403,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,01-04-2017,3,0.306029195
404,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,2,1 - Executive,N,2,50 to 59,50,France,Europe,Europe,01-04-2016,4,0.810535199
405,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,5,1 - Executive,N,3,40 to 49,47,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.007540934
406,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,36,France,Europe,Europe,01-04-2017,3,0.097676148
407,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,60 to 69,61,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.498476566
408,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,5,5 - Senior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.827629531
409,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,5,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.931676689
410,Male,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,,N,,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.982603443
411,Female,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,,N,,40 to 49,40,Germany,Europe,Europe,01-04-2020,0,0.934481188
412,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,31,France,Europe,Europe,01-04-2013,7,0.532186582
413,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,5,2 - Director,N,3,40 to 49,46,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.660371131
414,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,80%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1,6 - Junior Officer,Y,1,30 to 39,31,Germany,Europe,Europe,01-04-2015,5,0.267453276
415,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,24,Italy,Europe,Europe,01-04-2019,1,0.427947932
416,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Strategy,,3 - Senior Manager,Strategy,Full Time,Full Time,Inconclusive,3 - Senior Manager & Strategy,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.12575919
417,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.231367297
418,Female,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,70%,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.704424666
419,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.054328215
420,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,50%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,33,Germany,Europe,Europe,01-04-2014,6,0.618314303
421,Male,2 - Director,N,3,Yes,Yes,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,Inconclusive,2 - Director & Strategy,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,40 to 49,48,France,Europe,Europe,01-04-2015,5,0.538749679
422,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.240989594
423,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Germany,Europe,Europe,01-04-2017,3,0.40869009
424,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.729053969
425,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,1,2 - Director,Y,2,40 to 49,42,Germany,Europe,Europe,01-04-2015,5,0.618041281
426,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Italy,Europe,Europe,01-04-2018,2,0.14176345
427,Male,1 - Executive,Y,,No,No,0.50,No,N,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,0,,N,,60 to 69,60,France,Europe,Europe,01-04-2020,0,0.67371626
428,Female,5 - Senior Officer,N,3,No,No,0.50,Yes,Y,Finance,FY20,,Finance,Full Time,Full Time,,,,,4,5 - Senior Officer,N,2,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.430133484
429,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,30 to 39,37,United Kingdom,Europe,Europe,01-04-2013,7,0.613782759
430,Male,5 - Senior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.386445035
431,Male,4 - Manager,N,4,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.034425112
432,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,23,France,Europe,Europe,01-04-2018,2,0.039780523
433,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,3,2 - Director,N,,30 to 39,37,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.006697343
434,Female,4 - Manager,Y,,No,No,0.50,No,N,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,0,,N,,30 to 39,38,Germany,Europe,Europe,01-04-2020,0,0.426138689
435,Female,4 - Manager,N,1,Yes,Yes,0.50,No,Y,HR,,3 - Senior Manager,HR,Full Time,Full Time,Inconclusive,4 - Manager & HR,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.413294189
436,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2016,4,0.753808425
437,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,34,France,Europe,Europe,01-04-2015,5,0.470997358
438,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,4,2 - Director,N,2,30 to 39,36,France,Europe,Europe,01-04-2011,9,0.582130187
439,Female,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Internal Services,FY20,,Internal Services,Full Time,Full Time,,,,,3,6 - Junior Officer,N,3,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.090795061
440,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,1,5 - Senior Officer,Y,1,40 to 49,42,Italy,Europe,Europe,01-04-2016,4,0.252144067
441,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0,,N,,20 to 29,28,France,Europe,Europe,01-04-2020,0,0.616838169
442,Female,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4,5 - Senior Officer,N,2,40 to 49,42,Germany,Europe,Europe,01-04-2011,9,0.073243202
443,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,21,France,Europe,Europe,01-04-2018,2,0.830699597
444,Male,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1,6 - Junior Officer,Y,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.637349829
445,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.447372494
446,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,6,2 - Director,N,2,40 to 49,41,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.82017444
447,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.632719487
448,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.673575839
449,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,16 to 19,19,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.697631561
450,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.920847225
451,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,2,5 - Senior Officer,N,,20 to 29,25,France,Europe,Europe,01-04-2018,2,0.817353047
452,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,23,Belgium,Europe,Europe,01-04-2018,2,0.94866092
453,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,4,2 - Director,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.375719751
454,Male,5 - Senior Officer,N,1,Yes,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.676968481
455,Female,1 - Executive,N,,No,No,0.50,No,Y,Sales & Marketing,,1 - Executive,Sales & Marketing,Full Time,Full Time,,,,,4,1 - Executive,N,2,40 to 49,45,France,Europe,Europe,01-04-2016,4,0.762640833
456,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,28,Netherlands,Europe,Europe,01-04-2013,7,0.491852712
457,Male,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.010166673
458,Female,3 - Senior Manager,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,40 to 49,48,Germany,Europe,Europe,01-04-2011,9,0.353915745
459,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,80%,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.100101774
460,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.940049297
461,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.081942321
462,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,2,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.678213587
463,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,16 to 19,19,France,Europe,Europe,01-04-2018,2,0.327036814
464,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,21,France,Europe,Europe,01-04-2019,1,0.060670125
465,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.029864656
466,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,80%,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.280427223
